Handle,Title,Body (HTML),Vendor,Product Category,Product Type,Tags,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Price,Compare At Price,Image Src,Published,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Gift Card,SEO Title,SEO Description,Status,Collection
tanga-caleçon-em-renda-com-fita-de-cetim-transpassada-patitex,Tanga Caleçon em Renda com Fita de Cetim Transpassada Patitex,"<div class=""productDescription"">
 A tanga Caleçon é maravilhosa e de conforto único por não possuir elástico nas pernas e ter um corte que valoriza o corpo como nenhuma outra. Esse modelo
 <strong>
  rendado
 </strong>
 possui um lacinho na frontal e na parte de trás uma
 <strong>
  linda fita de cetim
 </strong>
 para realizar a
 <strong>
  amarração
 </strong>
 dando um toque muito sensual, para uma noite inesquecível.
 <br/>
 <br/>
 <strong>
  Ficha Técnica:
 </strong>
 <br/>
 90% Poliamida.
 <br/>
 10% Elastano.
 <br/>
 100% Algodão no forro.
 <br/>
 <br/>
 <strong>
  Modo de Lavar:
 </strong>
 <br/>
 Lavar sempre à mão.
 <br/>
 Não alvejar.
 <br/>
 Não secar em tambor.
 <br/>
 Máximo 110°
 <br/>
 Não limpar a seco.
 <br/>
 <br/>
</div>
",,Saúde e beleza > Cuidados pessoais,Caleçon,Caleçon,Cor,Azul Marinho,Tamanho,P,28946,13.56,,https://miess.vteximg.com.br/arquivos/ids/178259-1000-1000/426PT-P-Azul-Marinho_1.jpg?v=637183645862130000,TRUE,shopify,100,deny,manual,TRUE,TRUE,FALSE,,,active,Caleçon
tanga-caleçon-em-renda-com-fita-de-cetim-transpassada-patitex,Tanga Caleçon em Renda com Fita de Cetim Transpassada Patitex,"<div class=""productDescription"">
 A tanga Caleçon é maravilhosa e de conforto único por não possuir elástico nas pernas e ter um corte que valoriza o corpo como nenhuma outra. Esse modelo
 <strong>
  rendado
 </strong>
 possui um lacinho na frontal e na parte de trás uma
 <strong>
  linda fita de cetim
 </strong>
 para realizar a
 <strong>
  amarração
 </strong>
 dando um toque muito sensual, para uma noite inesquecível.
 <br/>
 <br/>
 <strong>
  Ficha Técnica:
 </strong>
 <br/>
 90% Poliamida.
 <br/>
 10% Elastano.
 <br/>
 100% Algodão no forro.
 <br/>
 <br/>
 <strong>
  Modo de Lavar:
 </strong>
 <br/>
 Lavar sempre à mão.
 <br/>
 Não alvejar.
 <br/>
 Não secar em tambor.
 <br/>
 Máximo 110°
 <br/>
 Não limpar a seco.
 <br/>
 <br/>
</div>
",,Saúde e beleza > Cuidados pessoais,Caleçon,Caleçon,Cor,Azul Marinho,Tamanho,M,28947,13.56,,https://miess.vteximg.com.br/arquivos/ids/201930-1000-1000/426PT-Azul-Marinho_1.jpg?v=637226451395770000,TRUE,shopify,100,deny,manual,TRUE,TRUE,FALSE,,,active,Caleçon
tanga-caleçon-em-renda-com-fita-de-cetim-transpassada-patitex,Tanga Caleçon em Renda com Fita de Cetim Transpassada Patitex,"<div class=""productDescription"">
 A tanga Caleçon é maravilhosa e de conforto único por não possuir elástico nas pernas e ter um corte que valoriza o corpo como nenhuma outra. Esse modelo
 <strong>
  rendado
 </strong>
 possui um lacinho na frontal e na parte de trás uma
 <strong>
  linda fita de cetim
 </strong>
 para realizar a
 <strong>
  amarração
 </strong>
 dando um toque muito sensual, para uma noite inesquecível.
 <br/>
 <br/>
 <strong>
  Ficha Técnica:
 </strong>
 <br/>
 90% Poliamida.
 <br/>
 10% Elastano.
 <br/>
 100% Algodão no forro.
 <br/>
 <br/>
 <strong>
  Modo de Lavar:
 </strong>
 <br/>
 Lavar sempre à mão.
 <br/>
 Não alvejar.
 <br/>
 Não secar em tambor.
 <br/>
 Máximo 110°
 <br/>
 Não limpar a seco.
 <br/>
 <br/>
</div>
",,Saúde e beleza > Cuidados pessoais,Caleçon,Caleçon,Cor,Azul Marinho,Tamanho,G,28948,13.56,,https://miess.vteximg.com.br/arquivos/ids/201932-1000-1000/426PT-Azul-Marinho_1.jpg?v=637226451661270000,TRUE,shopify,100,deny,manual,TRUE,TRUE,FALSE,,,active,Caleçon
tanga-caleçon-em-renda-com-fita-de-cetim-transpassada-patitex,Tanga Caleçon em Renda com Fita de Cetim Transpassada Patitex,"<div class=""productDescription"">
 A tanga Caleçon é maravilhosa e de conforto único por não possuir elástico nas pernas e ter um corte que valoriza o corpo como nenhuma outra. Esse modelo
 <strong>
  rendado
 </strong>
 possui um lacinho na frontal e na parte de trás uma
 <strong>
  linda fita de cetim
 </strong>
 para realizar a
 <strong>
  amarração
 </strong>
 dando um toque muito sensual, para uma noite inesquecível.
 <br/>
 <br/>
 <strong>
  Ficha Técnica:
 </strong>
 <br/>
 90% Poliamida.
 <br/>
 10% Elastano.
 <br/>
 100% Algodão no forro.
 <br/>
 <br/>
 <strong>
  Modo de Lavar:
 </strong>
 <br/>
 Lavar sempre à mão.
 <br/>
 Não alvejar.
 <br/>
 Não secar em tambor.
 <br/>
 Máximo 110°
 <br/>
 Não limpar a seco.
 <br/>
 <br/>
</div>
",,Saúde e beleza > Cuidados pessoais,Caleçon,Caleçon,Cor,Azul Marinho,Tamanho,GG,28949,13.56,,https://miess.vteximg.com.br/arquivos/ids/201934-1000-1000/426PT-Azul-Marinho_1.jpg?v=637226451952930000,TRUE,shopify,100,deny,manual,TRUE,TRUE,FALSE,,,active,Caleçon
tanga-caleçon-em-renda-com-fita-de-cetim-transpassada-patitex,Tanga Caleçon em Renda com Fita de Cetim Transpassada Patitex,"<div class=""productDescription"">
 A tanga Caleçon é maravilhosa e de conforto único por não possuir elástico nas pernas e ter um corte que valoriza o corpo como nenhuma outra. Esse modelo
 <strong>
  rendado
 </strong>
 possui um lacinho na frontal e na parte de trás uma
 <strong>
  linda fita de cetim
 </strong>
 para realizar a
 <strong>
  amarração
 </strong>
 dando um toque muito sensual, para uma noite inesquecível.
 <br/>
 <br/>
 <strong>
  Ficha Técnica:
 </strong>
 <br/>
 90% Poliamida.
 <br/>
 10% Elastano.
 <br/>
 100% Algodão no forro.
 <br/>
 <br/>
 <strong>
  Modo de Lavar:
 </strong>
 <br/>
 Lavar sempre à mão.
 <br/>
 Não alvejar.
 <br/>
 Não secar em tambor.
 <br/>
 Máximo 110°
 <br/>
 Não limpar a seco.
 <br/>
 <br/>
</div>
",,Saúde e beleza > Cuidados pessoais,Caleçon,Caleçon,Cor,Vermelho,Tamanho,P,28950,13.56,,https://miess.vteximg.com.br/arquivos/ids/178261-1000-1000/426PT-P-Vermelho_1.jpg?v=637183646034070000,TRUE,shopify,100,deny,manual,TRUE,TRUE,FALSE,,,active,Caleçon
tanga-caleçon-em-renda-com-fita-de-cetim-transpassada-patitex,Tanga Caleçon em Renda com Fita de Cetim Transpassada Patitex,"<div class=""productDescription"">
 A tanga Caleçon é maravilhosa e de conforto único por não possuir elástico nas pernas e ter um corte que valoriza o corpo como nenhuma outra. Esse modelo
 <strong>
  rendado
 </strong>
 possui um lacinho na frontal e na parte de trás uma
 <strong>
  linda fita de cetim
 </strong>
 para realizar a
 <strong>
  amarração
 </strong>
 dando um toque muito sensual, para uma noite inesquecível.
 <br/>
 <br/>
 <strong>
  Ficha Técnica:
 </strong>
 <br/>
 90% Poliamida.
 <br/>
 10% Elastano.
 <br/>
 100% Algodão no forro.
 <br/>
 <br/>
 <strong>
  Modo de Lavar:
 </strong>
 <br/>
 Lavar sempre à mão.
 <br/>
 Não alvejar.
 <br/>
 Não secar em tambor.
 <br/>
 Máximo 110°
 <br/>
 Não limpar a seco.
 <br/>
 <br/>
</div>
",,Saúde e beleza > Cuidados pessoais,Caleçon,Caleçon,Cor,Vermelho,Tamanho,M,28951,13.56,,https://miess.vteximg.com.br/arquivos/ids/201936-1000-1000/426PT-Vermelho_1.jpg?v=637226452716670000,TRUE,shopify,100,deny,manual,TRUE,TRUE,FALSE,,,active,Caleçon
tanga-caleçon-em-renda-com-fita-de-cetim-transpassada-patitex,Tanga Caleçon em Renda com Fita de Cetim Transpassada Patitex,"<div class=""productDescription"">
 A tanga Caleçon é maravilhosa e de conforto único por não possuir elástico nas pernas e ter um corte que valoriza o corpo como nenhuma outra. Esse modelo
 <strong>
  rendado
 </strong>
 possui um lacinho na frontal e na parte de trás uma
 <strong>
  linda fita de cetim
 </strong>
 para realizar a
 <strong>
  amarração
 </strong>
 dando um toque muito sensual, para uma noite inesquecível.
 <br/>
 <br/>
 <strong>
  Ficha Técnica:
 </strong>
 <br/>
 90% Poliamida.
 <br/>
 10% Elastano.
 <br/>
 100% Algodão no forro.
 <br/>
 <br/>
 <strong>
  Modo de Lavar:
 </strong>
 <br/>
 Lavar sempre à mão.
 <br/>
 Não alvejar.
 <br/>
 Não secar em tambor.
 <br/>
 Máximo 110°
 <br/>
 Não limpar a seco.
 <br/>
 <br/>
</div>
",,Saúde e beleza > Cuidados pessoais,Caleçon,Caleçon,Cor,Vermelho,Tamanho,G,28952,13.56,,https://miess.vteximg.com.br/arquivos/ids/201938-1000-1000/426PT-Vermelho_1.jpg?v=637226453123000000,TRUE,shopify,100,deny,manual,TRUE,TRUE,FALSE,,,active,Caleçon
tanga-caleçon-em-renda-com-fita-de-cetim-transpassada-patitex,Tanga Caleçon em Renda com Fita de Cetim Transpassada Patitex,"<div class=""productDescription"">
 A tanga Caleçon é maravilhosa e de conforto único por não possuir elástico nas pernas e ter um corte que valoriza o corpo como nenhuma outra. Esse modelo
 <strong>
  rendado
 </strong>
 possui um lacinho na frontal e na parte de trás uma
 <strong>
  linda fita de cetim
 </strong>
 para realizar a
 <strong>
  amarração
 </strong>
 dando um toque muito sensual, para uma noite inesquecível.
 <br/>
 <br/>
 <strong>
  Ficha Técnica:
 </strong>
 <br/>
 90% Poliamida.
 <br/>
 10% Elastano.
 <br/>
 100% Algodão no forro.
 <br/>
 <br/>
 <strong>
  Modo de Lavar:
 </strong>
 <br/>
 Lavar sempre à mão.
 <br/>
 Não alvejar.
 <br/>
 Não secar em tambor.
 <br/>
 Máximo 110°
 <br/>
 Não limpar a seco.
 <br/>
 <br/>
</div>
",,Saúde e beleza > Cuidados pessoais,Caleçon,Caleçon,Cor,Vermelho,Tamanho,GG,28953,13.56,,https://miess.vteximg.com.br/arquivos/ids/201940-1000-1000/426PT-Vermelho_1.jpg?v=637226453420900000,TRUE,shopify,100,deny,manual,TRUE,TRUE,FALSE,,,active,Caleçon
tanga-caleçon-em-renda-com-fita-de-cetim-transpassada-patitex,Tanga Caleçon em Renda com Fita de Cetim Transpassada Patitex,"<div class=""productDescription"">
 A tanga Caleçon é maravilhosa e de conforto único por não possuir elástico nas pernas e ter um corte que valoriza o corpo como nenhuma outra. Esse modelo
 <strong>
  rendado
 </strong>
 possui um lacinho na frontal e na parte de trás uma
 <strong>
  linda fita de cetim
 </strong>
 para realizar a
 <strong>
  amarração
 </strong>
 dando um toque muito sensual, para uma noite inesquecível.
 <br/>
 <br/>
 <strong>
  Ficha Técnica:
 </strong>
 <br/>
 90% Poliamida.
 <br/>
 10% Elastano.
 <br/>
 100% Algodão no forro.
 <br/>
 <br/>
 <strong>
  Modo de Lavar:
 </strong>
 <br/>
 Lavar sempre à mão.
 <br/>
 Não alvejar.
 <br/>
 Não secar em tambor.
 <br/>
 Máximo 110°
 <br/>
 Não limpar a seco.
 <br/>
 <br/>
</div>
",,Saúde e beleza > Cuidados pessoais,Caleçon,Caleçon,Cor,Vinho,Tamanho,P,28954,13.56,,https://miess.vteximg.com.br/arquivos/ids/178263-1000-1000/426PT-P-Vinho_1.jpg?v=637183646170130000,TRUE,shopify,100,deny,manual,TRUE,TRUE,FALSE,,,active,Caleçon
tanga-caleçon-em-renda-com-fita-de-cetim-transpassada-patitex,Tanga Caleçon em Renda com Fita de Cetim Transpassada Patitex,"<div class=""productDescription"">
 A tanga Caleçon é maravilhosa e de conforto único por não possuir elástico nas pernas e ter um corte que valoriza o corpo como nenhuma outra. Esse modelo
 <strong>
  rendado
 </strong>
 possui um lacinho na frontal e na parte de trás uma
 <strong>
  linda fita de cetim
 </strong>
 para realizar a
 <strong>
  amarração
 </strong>
 dando um toque muito sensual, para uma noite inesquecível.
 <br/>
 <br/>
 <strong>
  Ficha Técnica:
 </strong>
 <br/>
 90% Poliamida.
 <br/>
 10% Elastano.
 <br/>
 100% Algodão no forro.
 <br/>
 <br/>
 <strong>
  Modo de Lavar:
 </strong>
 <br/>
 Lavar sempre à mão.
 <br/>
 Não alvejar.
 <br/>
 Não secar em tambor.
 <br/>
 Máximo 110°
 <br/>
 Não limpar a seco.
 <br/>
 <br/>
</div>
",,Saúde e beleza > Cuidados pessoais,Caleçon,Caleçon,Cor,Vinho,Tamanho,M,28955,13.56,,https://miess.vteximg.com.br/arquivos/ids/201942-1000-1000/426PT-Vinho_1.jpg?v=637226454218130000,TRUE,shopify,100,deny,manual,TRUE,TRUE,FALSE,,,active,Caleçon
