Handle,Title,Body (HTML),Vendor,Product Category,Product Type,Tags,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Price,Compare At Price,Image Src,Published,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Gift Card,SEO Title,SEO Description,Status,Collection
camisola-ciganinha-plus-size-pimenta-sexy,Camisola Ciganinha Plus Size Pimenta Sexy,"<div class=""productDescription"">
 Camisola Ciganinha Plus Size Pimenta Sexy - Miess
 <br/>
 <br/>
 Camisola em renda, calcinha com detalhe em tuli - Tamanho único
 <br/>
 <br/>
 Composição:
 <br/>
 <br/>
 86% Poliamida
 <br/>
 14% Elastano
 <br/>
 <br/>
 Tecido:
 <br/>
 100% Poliester
 <br/>
</div>
",,Saúde e beleza > Cuidados pessoais,Pijama Plus Size,Pijama Plus Size,Cor,Branco,,,29878,15.00,,https://miess.vteximg.com.br/arquivos/ids/189311-1000-1000/2023-U-Branco_1.jpg?v=637194791355830000,TRUE,shopify,100,deny,manual,TRUE,TRUE,FALSE,,,active,Pijama Plus Size
camisola-ciganinha-plus-size-pimenta-sexy,Camisola Ciganinha Plus Size Pimenta Sexy,"<div class=""productDescription"">
 Camisola Ciganinha Plus Size Pimenta Sexy - Miess
 <br/>
 <br/>
 Camisola em renda, calcinha com detalhe em tuli - Tamanho único
 <br/>
 <br/>
 Composição:
 <br/>
 <br/>
 86% Poliamida
 <br/>
 14% Elastano
 <br/>
 <br/>
 Tecido:
 <br/>
 100% Poliester
 <br/>
</div>
",,Saúde e beleza > Cuidados pessoais,Pijama Plus Size,Pijama Plus Size,Cor,Preto,,,29879,15.00,,https://miess.vteximg.com.br/arquivos/ids/189313-1000-1000/2023-U-Preto_1.jpg?v=637194791364930000,TRUE,shopify,100,deny,manual,TRUE,TRUE,FALSE,,,active,Pijama Plus Size
camisola-ciganinha-plus-size-pimenta-sexy,Camisola Ciganinha Plus Size Pimenta Sexy,"<div class=""productDescription"">
 Camisola Ciganinha Plus Size Pimenta Sexy - Miess
 <br/>
 <br/>
 Camisola em renda, calcinha com detalhe em tuli - Tamanho único
 <br/>
 <br/>
 Composição:
 <br/>
 <br/>
 86% Poliamida
 <br/>
 14% Elastano
 <br/>
 <br/>
 Tecido:
 <br/>
 100% Poliester
 <br/>
</div>
",,Saúde e beleza > Cuidados pessoais,Pijama Plus Size,Pijama Plus Size,Cor,Pink,,,30086,15.00,,https://miess.vteximg.com.br/arquivos/ids/189576-1000-1000/2023-U-Pink_1.jpg?v=637194824405930000,TRUE,shopify,100,deny,manual,TRUE,TRUE,FALSE,,,active,Pijama Plus Size
camisola-ciganinha-plus-size-pimenta-sexy,Camisola Ciganinha Plus Size Pimenta Sexy,"<div class=""productDescription"">
 Camisola Ciganinha Plus Size Pimenta Sexy - Miess
 <br/>
 <br/>
 Camisola em renda, calcinha com detalhe em tuli - Tamanho único
 <br/>
 <br/>
 Composição:
 <br/>
 <br/>
 86% Poliamida
 <br/>
 14% Elastano
 <br/>
 <br/>
 Tecido:
 <br/>
 100% Poliester
 <br/>
</div>
",,Saúde e beleza > Cuidados pessoais,Pijama Plus Size,Pijama Plus Size,Cor,Amarelo,,,30087,15.00,,https://miess.vteximg.com.br/arquivos/ids/189578-1000-1000/2023-U-Amarelo_1.jpg?v=637194824415200000,TRUE,shopify,100,deny,manual,TRUE,TRUE,FALSE,,,active,Pijama Plus Size
camisola-ciganinha-plus-size-pimenta-sexy,Camisola Ciganinha Plus Size Pimenta Sexy,"<div class=""productDescription"">
 Camisola Ciganinha Plus Size Pimenta Sexy - Miess
 <br/>
 <br/>
 Camisola em renda, calcinha com detalhe em tuli - Tamanho único
 <br/>
 <br/>
 Composição:
 <br/>
 <br/>
 86% Poliamida
 <br/>
 14% Elastano
 <br/>
 <br/>
 Tecido:
 <br/>
 100% Poliester
 <br/>
</div>
",,Saúde e beleza > Cuidados pessoais,Pijama Plus Size,Pijama Plus Size,Cor,Vermelho,,,30096,15.00,,https://miess.vteximg.com.br/arquivos/ids/189595-1000-1000/2023-U-Vermelho_1.jpg?v=637194824486030000,TRUE,shopify,100,deny,manual,TRUE,TRUE,FALSE,,,active,Pijama Plus Size
camisola-ciganinha-plus-size-pimenta-sexy,Camisola Ciganinha Plus Size Pimenta Sexy,"<div class=""productDescription"">
 Camisola Ciganinha Plus Size Pimenta Sexy - Miess
 <br/>
 <br/>
 Camisola em renda, calcinha com detalhe em tuli - Tamanho único
 <br/>
 <br/>
 Composição:
 <br/>
 <br/>
 86% Poliamida
 <br/>
 14% Elastano
 <br/>
 <br/>
 Tecido:
 <br/>
 100% Poliester
 <br/>
</div>
",,Saúde e beleza > Cuidados pessoais,Pijama Plus Size,Pijama Plus Size,Cor,Azul,,,30097,15.00,,https://miess.vteximg.com.br/arquivos/ids/189597-1000-1000/2023-U-Azul_1.jpg?v=637194824493200000,TRUE,shopify,100,deny,manual,TRUE,TRUE,FALSE,,,active,Pijama Plus Size
camisola-carol-plus-size-em-tule-e-renda-pimenta-sexy,Camisola Carol Plus Size em Tule e Renda Pimenta Sexy,"<div class=""productDescription"">
 Camisola Carol Plus Size Pimenta Sexy.
 <br/>
 <br/>
 Camisola em tule com detalhes em renda e calcinha tule.
 <br/>
 <br/>
 Tamanho único, veste 44 à 50.
 <br/>
 <br/>
 Composição:
 <br/>
 <br/>
 86% Poliamida
 <br/>
 14% Elastano
 <br/>
 <br/>
 Tecido:
 <br/>
 <br/>
 100% Poliéster
 <br/>
 <br/>
</div>
",,Saúde e beleza > Cuidados pessoais,Pijama Plus Size,Pijama Plus Size,Cor,Preto,,,29876,59.82,,https://miess.vteximg.com.br/arquivos/ids/189307-1000-1000/2010PS-U-Preto_1.jpg?v=637194791337800000,TRUE,shopify,100,deny,manual,TRUE,TRUE,FALSE,,,active,Pijama Plus Size
camisola-carol-plus-size-em-tule-e-renda-pimenta-sexy,Camisola Carol Plus Size em Tule e Renda Pimenta Sexy,"<div class=""productDescription"">
 Camisola Carol Plus Size Pimenta Sexy.
 <br/>
 <br/>
 Camisola em tule com detalhes em renda e calcinha tule.
 <br/>
 <br/>
 Tamanho único, veste 44 à 50.
 <br/>
 <br/>
 Composição:
 <br/>
 <br/>
 86% Poliamida
 <br/>
 14% Elastano
 <br/>
 <br/>
 Tecido:
 <br/>
 <br/>
 100% Poliéster
 <br/>
 <br/>
</div>
",,Saúde e beleza > Cuidados pessoais,Pijama Plus Size,Pijama Plus Size,Cor,Vermelho,,,29877,59.82,,https://miess.vteximg.com.br/arquivos/ids/189309-1000-1000/2010PS-U-Vermelho_1.jpg?v=637194791347600000,TRUE,shopify,100,deny,manual,TRUE,TRUE,FALSE,,,active,Pijama Plus Size
camisola-carol-plus-size-em-tule-e-renda-pimenta-sexy,Camisola Carol Plus Size em Tule e Renda Pimenta Sexy,"<div class=""productDescription"">
 Camisola Carol Plus Size Pimenta Sexy.
 <br/>
 <br/>
 Camisola em tule com detalhes em renda e calcinha tule.
 <br/>
 <br/>
 Tamanho único, veste 44 à 50.
 <br/>
 <br/>
 Composição:
 <br/>
 <br/>
 86% Poliamida
 <br/>
 14% Elastano
 <br/>
 <br/>
 Tecido:
 <br/>
 <br/>
 100% Poliéster
 <br/>
 <br/>
</div>
",,Saúde e beleza > Cuidados pessoais,Pijama Plus Size,Pijama Plus Size,Cor,Branco,,,30062,59.82,,https://miess.vteximg.com.br/arquivos/ids/189554-1000-1000/2010PS-U-Branco_1.jpg?v=637194824315930000,TRUE,shopify,100,deny,manual,TRUE,TRUE,FALSE,,,active,Pijama Plus Size
pijama-sophia-plush-plus-size-feminino-com-manga-longa-e-calça-coleção-inverno-victory,Pijama Sophia Plush Plus Size Feminino com Manga Longa e Calça Coleção Inverno Victory,"<div class=""productDescription"">
 <p>
  O
  <strong>
   Pijama Sophia
  </strong>
  da
  <strong>
   Victory
  </strong>
  é a peça que estava faltando para te
  <strong>
   aquecer
  </strong>
  nesse inverno.
 </p>
 <br/>
 <p>
  Com tecido
  <strong>
   macio
  </strong>
  ele é
  <strong>
   confortável
  </strong>
  e te deixa completamente à vontade para executar suas atividades sem que fique pegando ou limitando seus movimentos.
 </p>
 <br/>
 <p>
  Ideal para utilizar em dias de frio ou em meia estação, para levar em viagens, curtir noites com a família vendo filmes regada a muita pipoca e diversão embaixo do cobertor.
 </p>
 <br/>
 <h3>
  <strong>
   Como saber se o Pijama da Victory ficará bem em mim?
  </strong>
 </h3>
 <br/>
 <p>
  Ele possui tamanhos que variam do
  <strong>
   48 ao 54
  </strong>
  ,
  <strong>
   cores
  </strong>
  e
  <strong>
   estampas
  </strong>
  divertidas que vão trazer mais descontração e
  <strong>
   alegrias
  </strong>
  para seus momentos. A
  <strong>
   camiseta
  </strong>
  possui
  <strong>
   manga longa
  </strong>
  com estampa, a
  <strong>
   calça
  </strong>
  é
  <strong>
   reta
  </strong>
  dando mais liberdade por ficar “
  <strong>
   soltinha
  </strong>
  ” no corpo, e listrada, deixando o visual mais jovem e
  <strong>
   colorido
  </strong>
  .
 </p>
 <br/>
 <h3>
  <strong>
   O que o Pijama da Victory oferece?
  </strong>
 </h3>
 <br/>
 <ul>
  <li>
   • Delicado;
   <br/>
   <li>
    • Toque Macio;
    <br/>
    <li>
     • Estampas divertidas;
     <br/>
     <li>
      • Conforto.
     </li>
    </li>
   </li>
  </li>
 </ul>
 <br/>
 <h3>
  <strong>
   Ficha Técnica
  </strong>
 </h3>
 <br/>
 <ul>
  <li>
   •
   <strong>
    Contém:
   </strong>
   01 Camiseta de Manga Longa e 01 Calça
   <br/>
   <li>
    •
    <strong>
     Embalagem:
    </strong>
    Saquinho plástico.
    <br/>
    <li>
     •
     <strong>
      Validade:
     </strong>
     Indeterminada.
    </li>
   </li>
  </li>
 </ul>
 <br/>
 <h3>
  <strong>
   Qual a composição do tecido do Pijama de Inverno?
  </strong>
 </h3>
 <br/>
 <p>
  O Pijama da Victory é composto por 64% poliéster, 32% algodão e 4% elastano.
 </p>
 <br/>
 <h3>
  <strong>
   Como lavar seu Pijama da Victory?
  </strong>
 </h3>
 <br/>
 <p>
  Ao lavar o pijama, mantenha as devidas precauções:
 </p>
 <br/>
 <ul>
  <li>
   •
   <strong>
    Modo de lavar:
   </strong>
   Lave sempre a mão, de forma delicada. Use sabão de sua preferência, enxague em água corrente e repita o processo quantas vezes forem necessárias, sem aplicar força.
   <br/>
   <li>
    •
    <strong>
     Modo de secar:
    </strong>
    De preferência nas secagem à sombra e gotejamento natural, evitando tambor rotativo e calor excessivo. Além disso, evite torcer o tecido, pois pode levá-lo a perder sua qualidade, diminuindo sua vida útil.
    <br/>
    <li>
     •
     <strong>
      Modo de passar:
     </strong>
     Na hora de passar o ferro na renda, cubra a peça com papel de seda, faça movimentos laterais para não romper os pontos da renda, na parte do tecido, poderá passar normalmente.
    </li>
   </li>
  </li>
 </ul>
 <br/>
 <h3>
  <strong>
   Quais cuidados e precauções preciso ter ao usar o Pijama?
  </strong>
 </h3>
 <br/>
 <ul>
  <li>
   A peça pode ser lavada à mão, com água e sabão neutro;
   <br/>
   <li>
    Não alvejar;
    <br/>
    <li>
     Não usar secar em tambor;
     <br/>
     <li>
      Secar na vertical sem torcer;
      <br/>
      <li>
       Ferro de Passar roupa na temperatura máxima de 110º;
       <br/>
       <li>
        Lavar a mão ou na máquina.
       </li>
      </li>
     </li>
    </li>
   </li>
  </li>
 </ul>
 <br/>
 <p>
  <strong>
   Atenção:
  </strong>
  Alguns detalhes podem sofrer alterações por parte do fornecedor, permanecendo os mesmos modelos de peças, sem tempo hábil para serem atualizadas em nosso site.
 </p>
 <br/>
 <p>
  Imagens meramente ilustrativas. Visualizações em mobile e desktop podem sofrer alterações de cor.
 </p>
</div>
",,Saúde e beleza > Cuidados pessoais,Pijama Plus Size,Pijama Plus Size,Cor,Azul,,,66732,15.00,,https://miess.vteximg.com.br/arquivos/ids/291306-1000-1000/23127-48-Azul_1.jpg?v=638158655436770000,TRUE,shopify,100,deny,manual,TRUE,TRUE,FALSE,,,active,Pijama Plus Size
